Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Tajikistan,TJK,"Population, female",SP.POP.TOTL.FE.IN,5038700
Tajikistan,TJK,"Population, male",SP.POP.TOTL.MA.IN,5104843
Tajikistan,TJK,Rural population,SP.RUR.TOTL,7279615
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Tanzania,TZA,"Population ages 80 and above, male",SP.POP.80UP.MA,105706
Tanzania,TZA,"Population ages 80 and above, female",SP.POP.80UP.FE,170162
Tanzania,TZA,"Population, total",SP.POP.TOTL,67438106
Tanzania,TZA,Urban population,SP.URB.TOTL,25227921
Tanzania,TZA,"Population, female",SP.POP.TOTL.FE.IN,34100897
Tanzania,TZA,"Population, male",SP.POP.TOTL.MA.IN,33337209
Tanzania,TZA,Rural population,SP.RUR.TOTL,42210185
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Thailand,THA,"Population ages 80 and above, male",SP.POP.80UP.MA,988687
Thailand,THA,"Population ages 80 and above, female",SP.POP.80UP.FE,1595424
Thailand,THA,"Population, total",SP.POP.TOTL,71801279
Thailand,THA,Urban population,SP.URB.TOTL,38491230
Thailand,THA,"Population, female",SP.POP.TOTL.FE.IN,36975565
Thailand,THA,"Population, male",SP.POP.TOTL.MA.IN,34825715
Thailand,THA,Rural population,SP.RUR.TOTL,33310049
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Timor-Leste,TLS,"Population ages 80 and above, male",SP.POP.80UP.MA,4355
Timor-Leste,TLS,"Population ages 80 and above, female",SP.POP.80UP.FE,5513
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1360596
Timor-Leste,TLS,Urban population,SP.URB.TOTL,441595
Timor-Leste,TLS,"Population, female",SP.POP.TOTL.FE.IN,666774
Timor-Leste,TLS,"Population, male",SP.POP.TOTL.MA.IN,693822
Timor-Leste,TLS,Rural population,SP.RUR.TOTL,919001
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Togo,TGO,"Population ages 80 and above, male",SP.POP.80UP.MA,10790
Togo,TGO,"Population ages 80 and above, female",SP.POP.80UP.FE,13140
Togo,TGO,"Population, total",SP.POP.TOTL,9053799
Togo,TGO,Urban population,SP.URB.TOTL,4028035
Togo,TGO,"Population, female",SP.POP.TOTL.FE.IN,4501907
Togo,TGO,"Population, male",SP.POP.TOTL.MA.IN,4551892
Togo,TGO,Rural population,SP.RUR.TOTL,5025764
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Tonga,TON,"Population ages 80 and above, male",SP.POP.80UP.MA,525
Tonga,TON,"Population ages 80 and above, female",SP.POP.80UP.FE,829
Tonga,TON,"Population, total",SP.POP.TOTL,107773
Tonga,TON,Urban population,SP.URB.TOTL,24960
Tonga,TON,"Population, female",SP.POP.TOTL.FE.IN,54456
Tonga,TON,"Population, male",SP.POP.TOTL.MA.IN,53317
Tonga,TON,Rural population,SP.RUR.TOTL,82813
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Trinidad and Tobago,TTO,"Population ages 80 and above, male",SP.POP.80UP.MA,10681
Trinidad and Tobago,TTO,"Population ages 80 and above, female",SP.POP.80UP.FE,19890
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1534937
Trinidad and Tobago,TTO,Urban population,SP.URB.TOTL,820255
Trinidad and Tobago,TTO,"Population, female",SP.POP.TOTL.FE.IN,778529
Trinidad and Tobago,TTO,"Population, male",SP.POP.TOTL.MA.IN,756408
Trinidad and Tobago,TTO,Rural population,SP.RUR.TOTL,714682
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Tunisia,TUN,"Population ages 80 and above, male",SP.POP.80UP.MA,76615
Tunisia,TUN,"Population ages 80 and above, female",SP.POP.80UP.FE,123551
Tunisia,TUN,"Population, total",SP.POP.TOTL,12458223
Tunisia,TUN,Urban population,SP.URB.TOTL,8788529
Tunisia,TUN,"Population, female",SP.POP.TOTL.FE.IN,6313196
Tunisia,TUN,"Population, male",SP.POP.TOTL.MA.IN,6145027
Tunisia,TUN,Rural population,SP.RUR.TOTL,3669694
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Turkiye,TUR,"Population ages 80 and above, male",SP.POP.80UP.MA,429494
Turkiye,TUR,"Population ages 80 and above, female",SP.POP.80UP.FE,882699
Turkiye,TUR,"Population, total",SP.POP.TOTL,85424312
Turkiye,TUR,Urban population,SP.URB.TOTL,66172235
Turkiye,TUR,"Population, female",SP.POP.TOTL.FE.IN,42629322
Turkiye,TUR,"Population, male",SP.POP.TOTL.MA.IN,42794990
Turkiye,TUR,Rural population,SP.RUR.TOTL,19252077
Turkiye,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Turkmenistan,TKM,"Population ages 80 and above, male",SP.POP.80UP.MA,13145
Turkmenistan,TKM,"Population ages 80 and above, female",SP.POP.80UP.FE,27670
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,6516100
Turkmenistan,TKM,Urban population,SP.URB.TOTL,3518889
Turkmenistan,TKM,"Population, female",SP.POP.TOTL.FE.IN,3288041
Turkmenistan,TKM,"Population, male",SP.POP.TOTL.MA.IN,3228059
Turkmenistan,TKM,Rural population,SP.RUR.TOTL,2997211
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Turks and Caicos Islands,TCA,"Population ages 80 and above, male",SP.POP.80UP.MA,392
Turks and Caicos Islands,TCA,"Population ages 80 and above, female",SP.POP.80UP.FE,584
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,46062
Turks and Caicos Islands,TCA,Urban population,SP.URB.TOTL,43412
Turks and Caicos Islands,TCA,"Population, female",SP.POP.TOTL.FE.IN,22892
Turks and Caicos Islands,TCA,"Population, male",SP.POP.TOTL.MA.IN,23169
Turks and Caicos Islands,TCA,Rural population,SP.RUR.TOTL,2650
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Tuvalu,TUV,"Population ages 80 and above, male",SP.POP.80UP.MA,30
Tuvalu,TUV,"Population ages 80 and above, female",SP.POP.80UP.FE,62
Tuvalu,TUV,"Population, total",SP.POP.TOTL,11396
Tuvalu,TUV,Urban population,SP.URB.TOTL,7549
Tuvalu,TUV,"Population, female",SP.POP.TOTL.FE.IN,5561
Tuvalu,TUV,"Population, male",SP.POP.TOTL.MA.IN,5835
Tuvalu,TUV,Rural population,SP.RUR.TOTL,3847
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Uganda,UGA,"Population ages 80 and above, male",SP.POP.80UP.MA,21283
Uganda,UGA,"Population ages 80 and above, female",SP.POP.80UP.FE,38968
Uganda,UGA,"Population, total",SP.POP.TOTL,48582334
Uganda,UGA,Urban population,SP.URB.TOTL,13005977
Uganda,UGA,"Population, female",SP.POP.TOTL.FE.IN,24511532
Uganda,UGA,"Population, male",SP.POP.TOTL.MA.IN,24070802
Uganda,UGA,Rural population,SP.RUR.TOTL,35576357
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Ukraine,UKR,"Population ages 80 and above, male",SP.POP.80UP.MA,426008
Ukraine,UKR,"Population ages 80 and above, female",SP.POP.80UP.FE,1442707
Ukraine,UKR,"Population, total",SP.POP.TOTL,39414596
Ukraine,UKR,Urban population,SP.URB.TOTL,27627661
Ukraine,UKR,"Population, female",SP.POP.TOTL.FE.IN,21441955
Ukraine,UKR,"Population, male",SP.POP.TOTL.MA.IN,17972639
Ukraine,UKR,Rural population,SP.RUR.TOTL,11786935
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
United Arab Emirates,ARE,"Population ages 80 and above, male",SP.POP.80UP.MA,14870
United Arab Emirates,ARE,"Population ages 80 and above, female",SP.POP.80UP.FE,20101
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,9516871
United Arab Emirates,ARE,Urban population,SP.URB.TOTL,8353814
United Arab Emirates,ARE,"Population, female",SP.POP.TOTL.FE.IN,2933285
United Arab Emirates,ARE,"Population, male",SP.POP.TOTL.MA.IN,6583587
United Arab Emirates,ARE,Rural population,SP.RUR.TOTL,1163057
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
United Kingdom,GBR,"Population ages 80 and above, male",SP.POP.80UP.MA,1484797
United Kingdom,GBR,"Population ages 80 and above, female",SP.POP.80UP.FE,2096989
United Kingdom,GBR,"Population, total",SP.POP.TOTL,67184072
United Kingdom,GBR,Urban population,SP.URB.TOTL,56865942
United Kingdom,GBR,"Population, female",SP.POP.TOTL.FE.IN,33971725
United Kingdom,GBR,"Population, male",SP.POP.TOTL.MA.IN,33212347
United Kingdom,GBR,Rural population,SP.RUR.TOTL,10318130
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
United States,USA,"Population ages 80 and above, male",SP.POP.80UP.MA,5532020
United States,USA,"Population ages 80 and above, female",SP.POP.80UP.FE,8025155
United States,USA,"Population, total",SP.POP.TOTL,335020960
United States,USA,Urban population,SP.URB.TOTL,279065759
United States,USA,"Population, female",SP.POP.TOTL.FE.IN,169188508
United States,USA,"Population, male",SP.POP.TOTL.MA.IN,165832453
United States,USA,Rural population,SP.RUR.TOTL,55955201
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Upper middle income,UMC,"Population ages 80 and above, male",SP.POP.80UP.MA,22084925
Upper middle income,UMC,"Population ages 80 and above, female",SP.POP.80UP.FE,37913574
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2791929182
Upper middle income,UMC,Urban population,SP.URB.TOTL,1916331781
Upper middle income,UMC,"Population, female",SP.POP.TOTL.FE.IN,1393220702
Upper middle income,UMC,"Population, male",SP.POP.TOTL.MA.IN,1398708482
Upper middle income,UMC,Rural population,SP.RUR.TOTL,873831297
Upper middle income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Uruguay,URY,"Population ages 80 and above, male",SP.POP.80UP.MA,47050
Uruguay,URY,"Population ages 80 and above, female",SP.POP.80UP.FE,112921
Uruguay,URY,"Population, total",SP.POP.TOTL,3423108
Uruguay,URY,Urban population,SP.URB.TOTL,3278345
Uruguay,URY,"Population, female",SP.POP.TOTL.FE.IN,1764016
Uruguay,URY,"Population, male",SP.POP.TOTL.MA.IN,1659092
Uruguay,URY,Rural population,SP.RUR.TOTL,144763
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Uzbekistan,UZB,"Population ages 80 and above, male",SP.POP.80UP.MA,78461
Uzbekistan,UZB,"Population ages 80 and above, female",SP.POP.80UP.FE,166738
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,36194172
Uzbekistan,UZB,Urban population,SP.URB.TOTL,18289639
Uzbekistan,UZB,"Population, female",SP.POP.TOTL.FE.IN,18079405
Uzbekistan,UZB,"Population, male",SP.POP.TOTL.MA.IN,18114766
Uzbekistan,UZB,Rural population,SP.RUR.TOTL,17904533
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Vanuatu,VUT,"Population ages 80 and above, male",SP.POP.80UP.MA,1030
Vanuatu,VUT,"Population ages 80 and above, female",SP.POP.80UP.FE,1077
Vanuatu,VUT,"Population, total",SP.POP.TOTL,334506
Vanuatu,VUT,Urban population,SP.URB.TOTL,86891
Vanuatu,VUT,"Population, female",SP.POP.TOTL.FE.IN,166304
Vanuatu,VUT,"Population, male",SP.POP.TOTL.MA.IN,168202
Vanuatu,VUT,Rural population,SP.RUR.TOTL,247615
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Venezuela, RB",VEN,"Population ages 80 and above, male",SP.POP.80UP.MA,140596
"Venezuela, RB",VEN,"Population ages 80 and above, female",SP.POP.80UP.FE,256871
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,28838499
"Venezuela, RB",VEN,Urban population,SP.URB.TOTL,25504192
"Venezuela, RB",VEN,"Population, female",SP.POP.TOTL.FE.IN,14583567
"Venezuela, RB",VEN,"Population, male",SP.POP.TOTL.MA.IN,14254932
"Venezuela, RB",VEN,Rural population,SP.RUR.TOTL,3334307
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Viet Nam,VNM,"Population ages 80 and above, male",SP.POP.80UP.MA,454921
Viet Nam,VNM,"Population ages 80 and above, female",SP.POP.80UP.FE,1158167
Viet Nam,VNM,"Population, total",SP.POP.TOTL,98858950
Viet Nam,VNM,Urban population,SP.URB.TOTL,39029513
Viet Nam,VNM,"Population, female",SP.POP.TOTL.FE.IN,50008702
Viet Nam,VNM,"Population, male",SP.POP.TOTL.MA.IN,48850248
Viet Nam,VNM,Rural population,SP.RUR.TOTL,59829437
Viet Nam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Virgin Islands (U.S.),VIR,"Population ages 80 and above, male",SP.POP.80UP.MA,1354
Virgin Islands (U.S.),VIR,"Population ages 80 and above, female",SP.POP.80UP.FE,2869
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,104711
Virgin Islands (U.S.),VIR,Urban population,SP.URB.TOTL,100760
Virgin Islands (U.S.),VIR,"Population, female",SP.POP.TOTL.FE.IN,56056
Virgin Islands (U.S.),VIR,"Population, male",SP.POP.TOTL.MA.IN,48655
Virgin Islands (U.S.),VIR,Rural population,SP.RUR.TOTL,3951
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
West Bank and Gaza,PSE,"Population ages 80 and above, male",SP.POP.80UP.MA,9601
West Bank and Gaza,PSE,"Population ages 80 and above, female",SP.POP.80UP.FE,16635
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,5159253
West Bank and Gaza,PSE,Urban population,SP.URB.TOTL,4002652
West Bank and Gaza,PSE,"Population, female",SP.POP.TOTL.FE.IN,2584279
West Bank and Gaza,PSE,"Population, male",SP.POP.TOTL.MA.IN,2574974
West Bank and Gaza,PSE,Rural population,SP.RUR.TOTL,1156601
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
World,WLD,"Population ages 80 and above, male",SP.POP.80UP.MA,60737006
World,WLD,"Population ages 80 and above, female",SP.POP.80UP.FE,99151407
World,WLD,"Population, total",SP.POP.TOTL,8021179605
World,WLD,Urban population,SP.URB.TOTL,4596835281
World,WLD,"Population, female",SP.POP.TOTL.FE.IN,3990355776
World,WLD,"Population, male",SP.POP.TOTL.MA.IN,4030823834
World,WLD,Rural population,SP.RUR.TOTL,3422578220
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Yemen, Rep.",YEM,"Population ages 80 and above, male",SP.POP.80UP.MA,44608
"Yemen, Rep.",YEM,"Population ages 80 and above, female",SP.POP.80UP.FE,75896
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,34449825
"Yemen, Rep.",YEM,Urban population,SP.URB.TOTL,13721710
"Yemen, Rep.",YEM,"Population, female",SP.POP.TOTL.FE.IN,17053363
"Yemen, Rep.",YEM,"Population, male",SP.POP.TOTL.MA.IN,17396462
"Yemen, Rep.",YEM,Rural population,SP.RUR.TOTL,20728115
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Zambia,ZMB,"Population ages 80 and above, male",SP.POP.80UP.MA,12439
Zambia,ZMB,"Population ages 80 and above, female",SP.POP.80UP.FE,25559
Zambia,ZMB,"Population, total",SP.POP.TOTL,20569737
Zambia,ZMB,Urban population,SP.URB.TOTL,9530988
Zambia,ZMB,"Population, female",SP.POP.TOTL.FE.IN,10420876
Zambia,ZMB,"Population, male",SP.POP.TOTL.MA.IN,10148862
Zambia,ZMB,Rural population,SP.RUR.TOTL,11038749
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Zimbabwe,ZWE,"Population ages 80 and above, male",SP.POP.80UP.MA,25440
Zimbabwe,ZWE,"Population ages 80 and above, female",SP.POP.80UP.FE,48248
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,16665409
Zimbabwe,ZWE,Urban population,SP.URB.TOTL,5419091
Zimbabwe,ZWE,"Population, female",SP.POP.TOTL.FE.IN,8786155
Zimbabwe,ZWE,"Population, male",SP.POP.TOTL.MA.IN,7879254
Zimbabwe,ZWE,Rural population,SP.RUR.TOTL,11246318
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
,,,,
,,,,
,,,,
Data from database: Population estimates and projections,,,,
Last Updated: 12/20/2023,,,,
